id,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,time,camera,image_path
1,3,4,2,5,2,6,7,8,9,10,11,,,,,,22/11/2020 08:48:52,Camera 1,images\me.jpg
